#mta
31 99 109 33 24 15 17 19 34 29 41 40 34 29 42 29 23 22 26 29 14 12 3 3 3 3 4 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 53 122 72 34 26 16 26 25 24 29 22 29 22 30 18 15 29 22 28 15 13 8 13 4 5 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
420 584 470 259 155 160 125 112 105 122 128 107 116 118 138 116 103 98 64 79 51 40 24 21 10 5 7 7 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
365 319 267 118 112 69 55 53 74 63 67 73 68 83 86 88 73 78 54 59 27 33 26 24 6 6 5 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
946 971 285 62 50 38 26 21 17 26 13 18 32 40 32 38 29 44 31 24 19 23 19 16 5 3 2 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
206 280 155 37 12 14 9 3 7 11 14 13 16 15 16 10 5 12 8 9 9 4 5 8 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
89 88 36 16 10 5 6 6 0 4 4 7 8 10 5 6 9 11 3 9 0 4 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 19 10 0 2 0 1 0 1 2 1 0 4 0 2 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 5 11 2 1 1 0 0 0 0 3 1 1 2 4 5 2 3 3 2 1 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
50 81 38 13 7 5 4 0 1 3 0 0 1 0 0 2 2 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
76 64 45 6 4 2 3 0 2 0 0 2 0 0 1 1 0 0 3 1 0 2 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
133 236 150 67 42 31 9 4 4 5 2 1 0 0 2 2 0 1 0 1 1 0 0 2 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
349 398 192 66 33 24 18 10 2 5 2 1 3 3 3 2 0 5 0 3 1 1 4 2 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
554 340 98 21 11 11 10 10 3 3 4 1 1 4 2 5 3 4 3 2 5 2 1 5 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
278 480 171 22 4 5 5 1 2 0 2 3 4 1 2 1 4 4 6 6 3 2 2 1 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
333 254 148 39 13 9 1 3 4 3 1 4 2 2 1 3 1 2 1 2 4 0 1 1 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
397 546 266 72 32 12 9 5 1 3 5 4 1 1 2 4 5 3 4 5 3 6 1 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
489 402 266 128 51 33 16 7 4 4 2 3 3 1 1 1 2 5 2 3 4 5 2 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
450 923 641 189 63 33 16 12 8 1 2 4 5 2 1 0 7 1 0 3 0 5 1 3 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
483 475 578 267 113 53 21 22 12 4 7 2 0 2 2 2 1 2 2 2 0 0 1 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
668 737 513 232 125 65 23 25 12 4 7 5 1 1 3 0 0 0 2 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#rta
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1 3 1 0 0 0 0 1 1 2 0 1 0 2 1 0 2 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1 7 22 25 10 6 5 10 16 9 10 7 8 12 18 11 5 11 8 7 2 2 3 5 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 117 172 153 95 72 87 67 47 61 57 73 56 63 65 65 54 44 48 32 37 33 21 15 12 4 5 4 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 96 170 185 139 83 59 55 46 61 57 56 69 60 70 96 70 70 65 51 47 40 35 21 14 11 10 3 7 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 185 275 159 109 88 59 46 55 29 32 41 33 49 46 51 58 53 48 50 36 30 24 18 13 9 6 5 2 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 13 51 77 54 61 57 39 25 31 23 26 30 30 51 31 39 36 37 31 41 33 25 21 17 12 7 4 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
